key,junshu,tenban_junshu_p,chiban_junshu_p,chokufu,chokushi,kuubou,tenban_kan,tenban_gon,tenban_shin,tenban_son,tenban_ri,tenban_kun,tenban_da,tenban_ken,chiban_kan,chiban_gon,chiban_shin,chiban_son,chiban_ri,chiban_kun,chiban_da,chiban_ken,kyusei_kan,kyusei_gon,kyusei_shin,kyusei_son,kyusei_ri,kyusei_kun,kyusei_da,kyusei_ken,hasshin_kan,hasshin_gon,hasshin_shin,hasshin_son,hasshin_ri,hasshin_kun,hasshin_da,hasshin_ken,hachimon_kan,hachimon_gon,hachimon_shin,hachimon_son,hachimon_ri,hachimon_kun,hachimon_da,hachimon_ken
陽2局甲戌,己,震,震,天冲,傷門,申酉,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽2局乙亥,己,坎,震,天冲,傷門,申酉,己,庚,丙,戊辛,癸,壬,乙,丁,乙,丁,己,庚,丙,戊辛,癸,壬,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,開門,休門,生門,傷門,杜門,景門,死門,驚門
陽2局丙子,己,離,震,天冲,傷門,申酉,癸,壬,乙,丁,己,庚,丙,戊辛,乙,丁,己,庚,丙,戊辛,癸,壬,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,死門,驚門,開門,休門,生門,傷門,杜門,景門
陽2局丁丑,己,艮,震,天冲,傷門,申酉,丁,己,庚,丙,戊辛,癸,壬,乙,乙,丁,己,庚,丙,戊辛,癸,壬,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,杜門,景門,死門,驚門,開門,休門,生門,傷門
陽2局戊寅,己,坤,震,天冲,傷門,申酉,戊辛,癸,壬,乙,丁,己,庚,丙,乙,丁,己,庚,丙,戊辛,癸,壬,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,景門,死門,驚門,開門,休門,生門,傷門,杜門
陽2局己卯,己,震,震,天冲,傷門,申酉,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,生門,傷門,杜門,景門,死門,驚門,開門,休門
陽2局庚辰,己,巽,震,天冲,傷門,申酉,壬,乙,丁,己,庚,丙,戊辛,癸,乙,丁,己,庚,丙,戊辛,癸,壬,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,驚門,開門,休門,生門,傷門,杜門,景門,死門
陽2局辛巳,己,坤,震,天冲,傷門,申酉,戊辛,癸,壬,乙,丁,己,庚,丙,乙,丁,己,庚,丙,戊辛,癸,壬,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,傷門,杜門,景門,死門,驚門,開門,休門,生門
陽2局壬午,己,壬,震,天冲,傷門,申酉,庚,丙,戊辛,癸,壬,乙,丁,己,乙,丁,己,庚,丙,戊辛,癸,壬,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,死門,驚門,開門,休門,生門,傷門,杜門,景門
陽2局癸未,己,兌,震,天冲,傷門,申酉,丙,戊辛,癸,壬,乙,丁,己,庚,乙,丁,己,庚,丙,戊辛,癸,壬,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽2局甲申,庚,巽,巽,天輔,杜門,午未,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽2局乙酉,庚,坎,巽,天輔,杜門,午未,庚,丙,戊辛,癸,壬,乙,丁,己,乙,丁,己,庚,丙,戊辛,癸,壬,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,驚門,開門,休門,生門,傷門,杜門,景門,死門
陽2局丙戌,庚,離,巽,天輔,杜門,午未,壬,乙,丁,己,庚,丙,戊辛,癸,乙,丁,己,庚,丙,戊辛,癸,壬,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,景門,死門,驚門,開門,休門,生門,傷門,杜門
陽2局丁亥,庚,艮,巽,天輔,杜門,午未,己,庚,丙,戊辛,癸,壬,乙,丁,乙,丁,己,庚,丙,戊辛,癸,壬,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,死門,驚門,開門,休門,生門,傷門,杜門,景門
陽2局戊子,庚,坤,巽,天輔,杜門,午未,癸,壬,乙,丁,己,庚,丙,戊辛,乙,丁,己,庚,丙,戊辛,癸,壬,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,傷門,杜門,景門,死門,驚門,開門,休門,生門
陽2局己丑,庚,震,巽,天輔,杜門,午未,丁,己,庚,丙,戊辛,癸,壬,乙,乙,丁,己,庚,丙,戊辛,癸,壬,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,開門,休門,生門,傷門,杜門,景門,死門,驚門
陽2局庚寅,庚,巽,巽,天輔,杜門,午未,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,杜門,景門,死門,驚門,開門,休門,生門,傷門
陽2局辛卯,庚,坤,巽,天輔,杜門,午未,癸,壬,乙,丁,己,庚,丙,戊辛,乙,丁,己,庚,丙,戊辛,癸,壬,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,驚門,開門,休門,生門,傷門,杜門,景門,死門
陽2局壬辰,庚,壬,巽,天輔,杜門,午未,丙,戊辛,癸,壬,乙,丁,己,庚,乙,丁,己,庚,丙,戊辛,癸,壬,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,生門,傷門,杜門,景門,死門,驚門,開門,休門
陽2局癸巳,庚,兌,巽,天輔,杜門,午未,戊辛,癸,壬,乙,丁,己,庚,丙,乙,丁,己,庚,丙,戊辛,癸,壬,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽2局甲午,辛,坤,坤,天芮,死門,辰巳,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽2局乙未,辛,坎,坤,天芮,死門,辰巳,戊辛,癸,壬,乙,丁,己,庚,丙,乙,丁,己,庚,丙,戊辛,癸,壬,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,驚門,開門,休門,生門,傷門,杜門,景門,死門
陽2局丙申,辛,離,坤,天芮,死門,辰巳,丁,己,庚,丙,戊辛,癸,壬,乙,乙,丁,己,庚,丙,戊辛,癸,壬,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,開門,休門,生門,傷門,杜門,景門,死門,驚門
陽2局丁酉,辛,艮,坤,天芮,死門,辰巳,丙,戊辛,癸,壬,乙,丁,己,庚,乙,丁,己,庚,丙,戊辛,癸,壬,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,景門,死門,驚門,開門,休門,生門,傷門,杜門
陽2局戊戌,辛,坤,坤,天芮,死門,辰巳,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,生門,傷門,杜門,景門,死門,驚門,開門,休門
陽2局己亥,辛,震,坤,天芮,死門,辰巳,庚,丙,戊辛,癸,壬,乙,丁,己,乙,丁,己,庚,丙,戊辛,癸,壬,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,死門,驚門,開門,休門,生門,傷門,杜門,景門
陽2局庚子,辛,巽,坤,天芮,死門,辰巳,己,庚,丙,戊辛,癸,壬,乙,丁,乙,丁,己,庚,丙,戊辛,癸,壬,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽2局辛丑,辛,坤,坤,天芮,死門,辰巳,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,杜門,景門,死門,驚門,開門,休門,生門,傷門
陽2局壬寅,辛,乾,坤,天芮,死門,辰巳,癸,壬,乙,丁,己,庚,丙,戊辛,乙,丁,己,庚,丙,戊辛,癸,壬,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,傷門,杜門,景門,死門,驚門,開門,休門,生門
陽2局癸卯,辛,兌,坤,天芮,死門,辰巳,壬,乙,丁,己,庚,丙,戊辛,癸,乙,丁,己,庚,丙,戊辛,癸,壬,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽2局甲辰,壬,壬,乾,天心,開門,寅卯,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽2局乙巳,壬,坎,乾,天心,開門,寅卯,壬,乙,丁,己,庚,丙,戊辛,癸,乙,丁,己,庚,丙,戊辛,癸,壬,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,生門,傷門,杜門,景門,死門,驚門,開門,休門
陽2局丙午,壬,離,乾,天心,開門,寅卯,庚,丙,戊辛,癸,壬,乙,丁,己,乙,丁,己,庚,丙,戊辛,癸,壬,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,驚門,開門,休門,生門,傷門,杜門,景門,死門
陽2局丁未,壬,艮,乾,天心,開門,寅卯,癸,壬,乙,丁,己,庚,丙,戊辛,乙,丁,己,庚,丙,戊辛,癸,壬,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,杜門,景門,死門,驚門,開門,休門,生門,傷門
陽2局戊申,壬,坤,乾,天心,開門,寅卯,己,庚,丙,戊辛,癸,壬,乙,丁,乙,丁,己,庚,丙,戊辛,癸,壬,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,開門,休門,生門,傷門,杜門,景門,死門,驚門
陽2局己酉,壬,震,乾,天心,開門,寅卯,戊辛,癸,壬,乙,丁,己,庚,丙,乙,丁,己,庚,丙,戊辛,癸,壬,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,傷門,杜門,景門,死門,驚門,開門,休門,生門
陽2局庚戌,壬,巽,乾,天心,開門,寅卯,丙,戊辛,癸,壬,乙,丁,己,庚,乙,丁,己,庚,丙,戊辛,癸,壬,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,死門,驚門,開門,休門,生門,傷門,杜門,景門
陽2局辛亥,壬,坤,乾,天心,開門,寅卯,己,庚,丙,戊辛,癸,壬,乙,丁,乙,丁,己,庚,丙,戊辛,癸,壬,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,景門,死門,驚門,開門,休門,生門,傷門,杜門
陽2局壬子,壬,壬,乾,天心,開門,寅卯,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,傷門,杜門,景門,死門,驚門,開門,休門,生門
陽2局癸丑,壬,兌,乾,天心,開門,寅卯,丁,己,庚,丙,戊辛,癸,壬,乙,乙,丁,己,庚,丙,戊辛,癸,壬,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽2局甲寅,癸,兌,兌,天柱,驚門,子丑,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽2局乙卯,癸,坎,兌,天柱,驚門,子丑,癸,壬,乙,丁,己,庚,丙,戊辛,乙,丁,己,庚,丙,戊辛,癸,壬,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,死門,驚門,開門,休門,生門,傷門,杜門,景門
陽2局丙辰,癸,離,兌,天柱,驚門,子丑,己,庚,丙,戊辛,癸,壬,乙,丁,乙,丁,己,庚,丙,戊辛,癸,壬,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,傷門,杜門,景門,死門,驚門,開門,休門,生門
陽2局丁巳,癸,艮,兌,天柱,驚門,子丑,戊辛,癸,壬,乙,丁,己,庚,丙,乙,丁,己,庚,丙,戊辛,癸,壬,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,驚門,開門,休門,生門,傷門,杜門,景門,死門
陽2局戊午,癸,坤,兌,天柱,驚門,子丑,丁,己,庚,丙,戊辛,癸,壬,乙,乙,丁,己,庚,丙,戊辛,癸,壬,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,生門,傷門,杜門,景門,死門,驚門,開門,休門
陽2局己未,癸,震,兌,天柱,驚門,子丑,丙,戊辛,癸,壬,乙,丁,己,庚,乙,丁,己,庚,丙,戊辛,癸,壬,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,景門,死門,驚門,開門,休門,生門,傷門,杜門
陽2局庚申,癸,巽,兌,天柱,驚門,子丑,庚,丙,戊辛,癸,壬,乙,丁,己,乙,丁,己,庚,丙,戊辛,癸,壬,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,杜門,景門,死門,驚門,開門,休門,生門,傷門
陽2局辛酉,癸,坤,兌,天柱,驚門,子丑,丁,己,庚,丙,戊辛,癸,壬,乙,乙,丁,己,庚,丙,戊辛,癸,壬,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,生門,傷門,杜門,景門,死門,驚門,開門,休門
陽2局壬戌,癸,壬,兌,天柱,驚門,子丑,壬,乙,丁,己,庚,丙,戊辛,癸,乙,丁,己,庚,丙,戊辛,癸,壬,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,開門,休門,生門,傷門,杜門,景門,死門,驚門
陽2局癸亥,癸,兌,兌,天柱,驚門,子丑,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽3局甲子,戊,震,震,天冲,傷門,戌亥,丙,癸,戊,己,丁,乙庚,壬,辛,丙,癸,戊,己,丁,乙庚,壬,辛,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽3局乙丑,戊,坤,震,天冲,傷門,戌亥,乙庚,壬,辛,丙,癸,戊,己,丁,丙,癸,戊,己,丁,乙庚,壬,辛,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,開門,休門,生門,傷門,杜門,景門,死門,驚門
陽3局丙寅,戊,坎,震,天冲,傷門,戌亥,戊,己,丁,乙庚,壬,辛,丙,癸,丙,癸,戊,己,丁,乙庚,壬,辛,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,死門,驚門,開門,休門,生門,傷門,杜門,景門
陽3局丁卯,戊,離,震,天冲,傷門,戌亥,壬,辛,丙,癸,戊,己,丁,乙庚,丙,癸,戊,己,丁,乙庚,壬,辛,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,杜門,景門,死門,驚門,開門,休門,生門,傷門
陽3局戊辰,戊,震,震,天冲,傷門,戌亥,丙,癸,戊,己,丁,乙庚,壬,辛,丙,癸,戊,己,丁,乙庚,壬,辛,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,景門,死門,驚門,開門,休門,生門,傷門,杜門
陽3局己巳,戊,巽,震,天冲,傷門,戌亥,辛,丙,癸,戊,己,丁,乙庚,壬,丙,癸,戊,己,丁,乙庚,壬,辛,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,生門,傷門,杜門,景門,死門,驚門,開門,休門
陽3局庚午,戊,坤,震,天冲,傷門,戌亥,乙庚,壬,辛,丙,癸,戊,己,丁,丙,癸,戊,己,丁,乙庚,壬,辛,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,驚門,開門,休門,生門,傷門,杜門,景門,死門
陽3局辛未,戊,壬,震,天冲,傷門,戌亥,己,丁,乙庚,壬,辛,丙,癸,戊,丙,癸,戊,己,丁,乙庚,壬,辛,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,傷門,杜門,景門,死門,驚門,開門,休門,生門
陽3局壬申,戊,兌,震,天冲,傷門,戌亥,丁,乙庚,壬,辛,丙,癸,戊,己,丙,癸,戊,己,丁,乙庚,壬,辛,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,死門,驚門,開門,休門,生門,傷門,杜門,景門
陽3局癸酉,戊,艮,震,天冲,傷門,戌亥,癸,戊,己,丁,乙庚,壬,辛,丙,丙,癸,戊,己,丁,乙庚,壬,辛,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽3局甲戌,己,巽,巽,天輔,杜門,申酉,丙,癸,戊,己,丁,乙庚,壬,辛,丙,癸,戊,己,丁,乙庚,壬,辛,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽3局乙亥,己,坤,巽,天輔,杜門,申酉,壬,辛,丙,癸,戊,己,丁,乙庚,丙,癸,戊,己,丁,乙庚,壬,辛,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,驚門,開門,休門,生門,傷門,杜門,景門,死門
陽3局丙子,己,坎,巽,天輔,杜門,申酉,己,丁,乙庚,壬,辛,丙,癸,戊,丙,癸,戊,己,丁,乙庚,壬,辛,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,景門,死門,驚門,開門,休門,生門,傷門,杜門
陽3局丁丑,己,離,巽,天輔,杜門,申酉,辛,丙,癸,戊,己,丁,乙庚,壬,丙,癸,戊,己,丁,乙庚,壬,辛,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,死門,驚門,開門,休門,生門,傷門,杜門,景門
陽3局戊寅,己,震,巽,天輔,杜門,申酉,癸,戊,己,丁,乙庚,壬,辛,丙,丙,癸,戊,己,丁,乙庚,壬,辛,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,傷門,杜門,景門,死門,驚門,開門,休門,生門
陽3局己卯,己,巽,巽,天輔,杜門,申酉,丙,癸,戊,己,丁,乙庚,壬,辛,丙,癸,戊,己,丁,乙庚,壬,辛,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,開門,休門,生門,傷門,杜門,景門,死門,驚門
陽3局庚辰,己,坤,巽,天輔,杜門,申酉,壬,辛,丙,癸,戊,己,丁,乙庚,丙,癸,戊,己,丁,乙庚,壬,辛,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,杜門,景門,死門,驚門,開門,休門,生門,傷門
陽3局辛巳,己,壬,巽,天輔,杜門,申酉,丁,乙庚,壬,辛,丙,癸,戊,己,丙,癸,戊,己,丁,乙庚,壬,辛,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,驚門,開門,休門,生門,傷門,杜門,景門,死門
陽3局壬午,己,兌,巽,天輔,杜門,申酉,乙庚,壬,辛,丙,癸,戊,己,丁,丙,癸,戊,己,丁,乙庚,壬,辛,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,生門,傷門,杜門,景門,死門,驚門,開門,休門
陽3局癸未,己,艮,巽,天輔,杜門,申酉,戊,己,丁,乙庚,壬,辛,丙,癸,丙,癸,戊,己,丁,乙庚,壬,辛,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽3局甲申,庚,坤,坤,天芮,死門,午未,丙,癸,戊,己,丁,乙庚,壬,辛,丙,癸,戊,己,丁,乙庚,壬,辛,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽3局乙酉,庚,坤,坤,天芮,死門,午未,丙,癸,戊,己,丁,乙庚,壬,辛,丙,癸,戊,己,丁,乙庚,壬,辛,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,驚門,開門,休門,生門,傷門,杜門,景門,死門
陽3局丙戌,庚,坎,坤,天芮,死門,午未,乙庚,壬,辛,丙,癸,戊,己,丁,丙,癸,戊,己,丁,乙庚,壬,辛,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,開門,休門,生門,傷門,杜門,景門,死門,驚門
陽3局丁亥,庚,離,坤,天芮,死門,午未,癸,戊,己,丁,乙庚,壬,辛,丙,丙,癸,戊,己,丁,乙庚,壬,辛,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,景門,死門,驚門,開門,休門,生門,傷門,杜門
陽3局戊子,庚,震,坤,天芮,死門,午未,己,丁,乙庚,壬,辛,丙,癸,戊,丙,癸,戊,己,丁,乙庚,壬,辛,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,生門,傷門,杜門,景門,死門,驚門,開門,休門
陽3局己丑,庚,巽,坤,天芮,死門,午未,戊,己,丁,乙庚,壬,辛,丙,癸,丙,癸,戊,己,丁,乙庚,壬,辛,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,死門,驚門,開門,休門,生門,傷門,杜門,景門
陽3局庚寅,庚,坤,坤,天芮,死門,午未,丙,癸,戊,己,丁,乙庚,壬,辛,丙,癸,戊,己,丁,乙庚,壬,辛,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽3局辛卯,庚,乾,坤,天芮,死門,午未,壬,辛,丙,癸,戊,己,丁,乙庚,丙,癸,戊,己,丁,乙庚,壬,辛,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,杜門,景門,死門,驚門,開門,休門,生門,傷門
陽3局壬辰,庚,兌,坤,天芮,死門,午未,辛,丙,癸,戊,己,丁,乙庚,壬,丙,癸,戊,己,丁,乙庚,壬,辛,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,傷門,杜門,景門,死門,驚門,開門,休門,生門
陽3局癸巳,庚,艮,坤,天芮,死門,午未,丁,乙庚,壬,辛,丙,癸,戊,己,丙,癸,戊,己,丁,乙庚,壬,辛,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽3局甲午,辛,壬,乾,天心,開門,辰巳,丙,癸,戊,己,丁,乙庚,壬,辛,丙,癸,戊,己,丁,乙庚,壬,辛,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,休門,生門,傷門,杜門,景門,死門,驚門,開門
