key,junshu,tenban_junshu_p,chiban_junshu_p,chokufu,chokushi,kuubou,tenban_kan,tenban_gon,tenban_shin,tenban_son,tenban_ri,tenban_kun,tenban_da,tenban_ken,chiban_kan,chiban_gon,chiban_shin,chiban_son,chiban_ri,chiban_kun,chiban_da,chiban_ken,kyusei_kan,kyusei_gon,kyusei_shin,kyusei_son,kyusei_ri,kyusei_kun,kyusei_da,kyusei_ken,hasshin_kan,hasshin_gon,hasshin_shin,hasshin_son,hasshin_ri,hasshin_kun,hasshin_da,hasshin_ken,hachimon_kan,hachimon_gon,hachimon_shin,hachimon_son,hachimon_ri,hachimon_kun,hachimon_da,hachimon_ken,jukkan_kokuou_kan,kakkyoku_kan,jukkan_kokuou_gon,kakkyoku_gon,jukkan_kokuou_shin,kakkyoku_shin,jukkan_kokuou_son,kakkyoku_son,jukkan_kokuou_ri,kakkyoku_ri,jukkan_kokuou_kun,kakkyoku_kun,jukkan_kokuou_da,kakkyoku_da,jukkan_kokuou_ken,kakkyoku_ken,ban_level
陽1局丙戌,庚,艮,震,天冲,傷門,午未,丙,庚,辛,乙,己壬,丁,癸,戊,戊,丙,庚,辛,乙,己壬,丁,癸,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,死門,驚門,開門,休門,生門,傷門,杜門,景門,〇飛鳥跌穴,◯丙奇得使,×太白入熒,×時格;×六儀撃刑格,×白虎出力,,×青龍逃走,◯雲遁;◯風遁;×青龍逃走,△地戸蓬星;△格名小蛇,,×火入勾陳;〇五神互合,◯玉女守門,×螣蛇妖矯,×螣蛇妖矯,△青龍華蓋,,門迫
陽1局丁亥,庚,兌,震,天冲,傷門,午未,乙,己壬,丁,癸,戊,丙,庚,辛,戊,丙,庚,辛,乙,己壬,丁,癸,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,杜門,景門,死門,驚門,開門,休門,生門,傷門,×利陰害陽,,×火孛地戸;×水蛇入火,,△朱雀入没,,×網蓋天牢,×六儀撃刑格,△青龍合霊,,△太孛入刑;×火入天羅,◯丙奇得使,△丁丁之格,×時格,×天牢華蓋,,反吟;門迫
陽1局戊子,庚,坎,震,天冲,傷門,午未,庚,辛,乙,己壬,丁,癸,戊,丙,戊,丙,庚,辛,乙,己壬,丁,癸,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,景門,死門,驚門,開門,休門,生門,傷門,杜門,×太白伏宮,×時格,×干合孛師,,×日奇被刑,◯乙奇昇殿,×遊魂入墓;×騰蛇相纏,×六儀撃刑格,〇人遁吉格,,×華蓋地戸;×復見騰蛇,,〇青龍耀明,,×華蓋孛師,×丙奇入墓,反吟;門迫
陽1局己丑,庚,坤,震,天冲,傷門,午未,己壬,丁,癸,戊,丙,庚,辛,乙,戊,丙,庚,辛,乙,己壬,丁,癸,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,生門,傷門,杜門,景門,死門,驚門,開門,休門,△犬遇青龍;〇小蛇化龍,,△星髄月転,◯丁奇得使;◯玉女守門;×丁奇入墓,×太白入網,,×青龍折足,,〇日月併用,◯丙奇昇殿,×官符刑格;×金華水流,×刑格;×時格,〇獄神得奇,,△華蓋蓬星,◯乙奇得使,門迫
陽1局庚寅,庚,震,震,天冲,傷門,午未,戊,丙,庚,辛,乙,己壬,丁,癸,戊,丙,庚,辛,乙,己壬,丁,癸,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,驚門,開門,休門,生門,傷門,杜門,景門,死門,×伏吟,,×月奇孛師,,×太白同宮,×伏宮格;×飛宮格;×時格,×伏吟天庭,,△日奇伏吟,◯乙奇得使,×地戸蓬鬼;×地網高張;×凶蛇入獄;×蛇入地羅,×六儀撃刑格,〇奇入太陰,◯丁奇昇殿,×天網四張,,伏吟;門迫
陽1局辛卯,庚,巽,震,天冲,傷門,午未,癸,戊,丙,庚,辛,乙,己壬,丁,戊,丙,庚,辛,乙,己壬,丁,癸,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,傷門,杜門,景門,死門,驚門,開門,休門,生門,〇天乙会合,,〇青龍返首,,×焚入太白,,×白虎干格,×時格,×白虎猖狂,×白虎猖狂;×六儀撃刑格,×日奇入霧;×日奇入地,◯地遁;◯雲遁;×乙奇入墓,△朱雀入墓;△干合蛇刑,,×朱雀投江,×朱雀投江,門迫
陽1局壬辰,庚,坤,震,天冲,傷門,午未,己壬,丁,癸,戊,丙,庚,辛,乙,戊,丙,庚,辛,乙,己壬,丁,癸,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,死門,驚門,開門,休門,生門,傷門,杜門,景門,△犬遇青龍;〇小蛇化龍,,△星髄月転,◯丁奇得使;×丁奇入墓,×太白入網,,×青龍折足,,〇日月併用,◯神遁;◯丙奇昇殿,×官符刑格;×金華水流,×刑格;×時格,〇獄神得奇,,△華蓋蓬星,◯乙奇得使,門迫
陽1局癸巳,庚,壬,震,天冲,傷門,午未,辛,乙,己壬,丁,癸,戊,丙,庚,戊,丙,庚,辛,乙,己壬,丁,癸,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,休門,生門,傷門,杜門,景門,死門,驚門,開門,×囚獄被傷,,〇奇儀順遂,,×刑格返名;×太白擒蛇,,×朱雀入獄,◯丁奇得使,△華蓋蓬星,,×貴人入獄;×龍入天牢,,〇星奇朱雀,,×反吟大格,×時格,
陽1局甲午,辛,巽,巽,天輔,杜門,辰巳,戊,丙,庚,辛,乙,己壬,丁,癸,戊,丙,庚,辛,乙,己壬,丁,癸,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,休門,生門,傷門,杜門,景門,死門,驚門,開門,×伏吟,,×月奇孛師,,×太白同宮,,×伏吟天庭,,△日奇伏吟,◯乙奇得使,×地戸蓬鬼;×地網高張;×凶蛇入獄;×蛇入地羅,×六儀撃刑格,〇奇入太陰,◯丁奇昇殿,×天網四張,,伏吟
陽1局乙未,辛,離,巽,天輔,杜門,辰巳,癸,戊,丙,庚,辛,乙,己壬,丁,戊,丙,庚,辛,乙,己壬,丁,癸,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,驚門,開門,休門,生門,傷門,杜門,景門,死門,〇天乙会合,,〇青龍返首,,×焚入太白,,×白虎干格,×伏宮格,×白虎猖狂,×白虎猖狂;×六儀撃刑格,×日奇入霧;×日奇入地,×乙奇入墓,△朱雀入墓;△干合蛇刑,,×朱雀投江,×朱雀投江,門迫
陽1局丙申,辛,艮,巽,天輔,杜門,辰巳,庚,辛,乙,己壬,丁,癸,戊,丙,戊,丙,庚,辛,乙,己壬,丁,癸,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,景門,死門,驚門,開門,休門,生門,傷門,杜門,×太白伏宮,,×干合孛師,,×日奇被刑,◯乙奇昇殿,×遊魂入墓;×騰蛇相纏,×六儀撃刑格,〇人遁吉格,,×華蓋地戸;×復見騰蛇,,〇青龍耀明,,×華蓋孛師,×丙奇入墓,反吟;門迫
陽1局丁酉,辛,兌,巽,天輔,杜門,辰巳,己壬,丁,癸,戊,丙,庚,辛,乙,戊,丙,庚,辛,乙,己壬,丁,癸,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,死門,驚門,開門,休門,生門,傷門,杜門,景門,△犬遇青龍;〇小蛇化龍,,△星髄月転,◯丁奇得使;×丁奇入墓,×太白入網,,×青龍折足,,〇日月併用,◯丙奇昇殿,×官符刑格;×金華水流,×刑格,〇獄神得奇,,△華蓋蓬星,◯乙奇得使,門迫
陽1局戊戌,辛,坎,巽,天輔,杜門,辰巳,辛,乙,己壬,丁,癸,戊,丙,庚,戊,丙,庚,辛,乙,己壬,丁,癸,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,傷門,杜門,景門,死門,驚門,開門,休門,生門,×囚獄被傷,,〇奇儀順遂,,×刑格返名;×太白擒蛇,,×朱雀入獄,◯丁奇得使,△華蓋蓬星,,×貴人入獄;×龍入天牢,,〇星奇朱雀,,×反吟大格,,門迫
陽1局己亥,辛,坤,巽,天輔,杜門,辰巳,丁,癸,戊,丙,庚,辛,乙,己壬,戊,丙,庚,辛,乙,己壬,丁,癸,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,開門,休門,生門,傷門,杜門,景門,死門,驚門,〇青龍転光,,〇華蓋孛師,,×値符飛宮,×六儀撃刑格,△謀事成就,,△太白蓬星,,×入獄自刑;×凶蛇入獄,,〇奇儀相佐,,×地刑玄武;×幼女奸淫,,
陽1局庚子,辛,震,巽,天輔,杜門,辰巳,丙,庚,辛,乙,己壬,丁,癸,戊,戊,丙,庚,辛,乙,己壬,丁,癸,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,杜門,景門,死門,驚門,開門,休門,生門,傷門,〇飛鳥跌穴,◯丙奇得使,×太白入熒,×六儀撃刑格,×白虎出力,×飛宮格,×青龍逃走,×青龍逃走,△地戸蓬星;△格名小蛇,,×火入勾陳;〇五神互合,,×螣蛇妖矯,×螣蛇妖矯,△青龍華蓋,,門迫
陽1局辛丑,辛,巽,巽,天輔,杜門,辰巳,戊,丙,庚,辛,乙,己壬,丁,癸,戊,丙,庚,辛,乙,己壬,丁,癸,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,驚門,開門,休門,生門,傷門,杜門,景門,死門,×伏吟,,×月奇孛師,,×太白同宮,,×伏吟天庭,,△日奇伏吟,◯乙奇得使,×地戸蓬鬼;×地網高張;×凶蛇入獄;×蛇入地羅,×六儀撃刑格,〇奇入太陰,◯丁奇昇殿,×天網四張,,伏吟;門迫
陽1局壬寅,辛,坤,巽,天輔,杜門,辰巳,丁,癸,戊,丙,庚,辛,乙,己壬,戊,丙,庚,辛,乙,己壬,丁,癸,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,生門,傷門,杜門,景門,死門,驚門,開門,休門,〇青龍転光,,〇華蓋孛師,,×値符飛宮,×六儀撃刑格,△謀事成就,,△太白蓬星,,×入獄自刑;×凶蛇入獄,,〇奇儀相佐,,×地刑玄武;×幼女奸淫,,門迫
陽1局癸卯,辛,壬,巽,天輔,杜門,辰巳,乙,己壬,丁,癸,戊,丙,庚,辛,戊,丙,庚,辛,乙,己壬,丁,癸,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,休門,生門,傷門,杜門,景門,死門,驚門,開門,×利陰害陽,◯龍遁,×火孛地戸;×水蛇入火,,△朱雀入没,,×網蓋天牢,×六儀撃刑格,△青龍合霊,,△太孛入刑;×火入天羅,◯丙奇得使,△丁丁之格,,×天牢華蓋,,反吟
陽1局甲辰,壬,坤,坤,天芮,死門,寅卯,戊,丙,庚,辛,乙,己壬,丁,癸,戊,丙,庚,辛,乙,己壬,丁,癸,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,休門,生門,傷門,杜門,景門,死門,驚門,開門,×伏吟,,×月奇孛師,,×太白同宮,,×伏吟天庭,,△日奇伏吟,◯乙奇得使,×地戸蓬鬼;×地網高張;×凶蛇入獄;×蛇入地羅,×六儀撃刑格,〇奇入太陰,◯丁奇昇殿,×天網四張,,伏吟
陽1局乙巳,壬,離,坤,天芮,死門,寅卯,丙,庚,辛,乙,己壬,丁,癸,戊,戊,丙,庚,辛,乙,己壬,丁,癸,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,驚門,開門,休門,生門,傷門,杜門,景門,死門,〇飛鳥跌穴,◯丙奇得使,×太白入熒,×六儀撃刑格,×白虎出力,,×青龍逃走,◯雲遁;◯風遁;×青龍逃走,△地戸蓬星;△格名小蛇,×地網,×火入勾陳;〇五神互合,,×螣蛇妖矯,×螣蛇妖矯,△青龍華蓋,,門迫
陽1局丙午,壬,艮,坤,天芮,死門,寅卯,乙,己壬,丁,癸,戊,丙,庚,辛,戊,丙,庚,辛,乙,己壬,丁,癸,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,開門,休門,生門,傷門,杜門,景門,死門,驚門,×利陰害陽,,×火孛地戸;×水蛇入火,×地網,△朱雀入没,,×網蓋天牢,×六儀撃刑格,△青龍合霊,,△太孛入刑;×火入天羅,◯丙奇得使,△丁丁之格,,×天牢華蓋,,反吟
陽1局丁未,壬,兌,坤,天芮,死門,寅卯,癸,戊,丙,庚,辛,乙,己壬,丁,戊,丙,庚,辛,乙,己壬,丁,癸,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,景門,死門,驚門,開門,休門,生門,傷門,杜門,〇天乙会合,,〇青龍返首,,×焚入太白,,×白虎干格,,×白虎猖狂,×白虎猖狂;×六儀撃刑格,×日奇入霧;×日奇入地,×乙奇入墓,△朱雀入墓;△干合蛇刑,×地網,×朱雀投江,×朱雀投江,反吟;門迫
陽1局戊申,壬,坎,坤,天芮,死門,寅卯,己壬,丁,癸,戊,丙,庚,辛,乙,戊,丙,庚,辛,乙,己壬,丁,癸,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,生門,傷門,杜門,景門,死門,驚門,開門,休門,△犬遇青龍;〇小蛇化龍,×地網,△星髄月転,◯丁奇得使;×丁奇入墓,×太白入網,,×青龍折足,,〇日月併用,◯丙奇昇殿,×官符刑格;×金華水流,×伏宮格;×刑格,〇獄神得奇,,△華蓋蓬星,◯乙奇得使,門迫
陽1局己酉,壬,坤,坤,天芮,死門,寅卯,戊,丙,庚,辛,乙,己壬,丁,癸,戊,丙,庚,辛,乙,己壬,丁,癸,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,死門,驚門,開門,休門,生門,傷門,杜門,景門,×伏吟,,×月奇孛師,,×太白同宮,,×伏吟天庭,,△日奇伏吟,◯乙奇得使,×地戸蓬鬼;×地網高張;×凶蛇入獄;×蛇入地羅,×地網;×六儀撃刑格,〇奇入太陰,◯丁奇昇殿,×天網四張,,伏吟;門迫
陽1局庚戌,壬,震,坤,天芮,死門,寅卯,辛,乙,己壬,丁,癸,戊,丙,庚,戊,丙,庚,辛,乙,己壬,丁,癸,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,休門,生門,傷門,杜門,景門,死門,驚門,開門,×囚獄被傷,,〇奇儀順遂,,×刑格返名;×太白擒蛇,×飛宮格;×地網,×朱雀入獄,◯丁奇得使,△華蓋蓬星,,×貴人入獄;×龍入天牢,,〇星奇朱雀,,×反吟大格,,
陽1局辛亥,壬,巽,坤,天芮,死門,寅卯,庚,辛,乙,己壬,丁,癸,戊,丙,戊,丙,庚,辛,乙,己壬,丁,癸,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,杜門,景門,死門,驚門,開門,休門,生門,傷門,×太白伏宮,,×干合孛師,,×日奇被刑,◯乙奇昇殿,×遊魂入墓;×騰蛇相纏,×地網;×六儀撃刑格,〇人遁吉格,,×華蓋地戸;×復見騰蛇,,〇青龍耀明,,×華蓋孛師,×丙奇入墓,門迫
陽1局壬子,壬,坤,坤,天芮,死門,寅卯,戊,丙,庚,辛,乙,己壬,丁,癸,戊,丙,庚,辛,乙,己壬,丁,癸,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,傷門,杜門,景門,死門,驚門,開門,休門,生門,×伏吟,,×月奇孛師,,×太白同宮,,×伏吟天庭,,△日奇伏吟,◯乙奇得使,×地戸蓬鬼;×地網高張;×凶蛇入獄;×蛇入地羅,×地網;×六儀撃刑格,〇奇入太陰,◯丁奇昇殿,×天網四張,,伏吟;門迫
陽1局癸丑,壬,乾,坤,天芮,死門,寅卯,丁,癸,戊,丙,庚,辛,乙,己壬,戊,丙,庚,辛,乙,己壬,丁,癸,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,休門,生門,傷門,杜門,景門,死門,驚門,開門,〇青龍転光,,〇華蓋孛師,,×値符飛宮,×六儀撃刑格,△謀事成就,,△太白蓬星,,×入獄自刑;×凶蛇入獄,,〇奇儀相佐,,×地刑玄武;×幼女奸淫,×地網,
陽1局甲寅,癸,壬,乾,天心,開門,子丑,戊,丙,庚,辛,乙,己壬,丁,癸,戊,丙,庚,辛,乙,己壬,丁,癸,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,休門,生門,傷門,杜門,景門,死門,驚門,開門,×伏吟,,×月奇孛師,,×太白同宮,,×伏吟天庭,,△日奇伏吟,◯乙奇得使,×地戸蓬鬼;×地網高張;×凶蛇入獄;×蛇入地羅,×六儀撃刑格,〇奇入太陰,◯丁奇昇殿,×天網四張,,伏吟
陽1局乙卯,癸,離,乾,天心,開門,子丑,辛,乙,己壬,丁,癸,戊,丙,庚,戊,丙,庚,辛,乙,己壬,丁,癸,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,生門,傷門,杜門,景門,死門,驚門,開門,休門,×囚獄被傷,,〇奇儀順遂,,×刑格返名;×太白擒蛇,,×朱雀入獄,◯丁奇得使,△華蓋蓬星,×天羅,×貴人入獄;×龍入天牢,,〇星奇朱雀,,×反吟大格,×伏宮格,門迫
陽1局丙辰,癸,艮,乾,天心,開門,子丑,丁,癸,戊,丙,庚,辛,乙,己壬,戊,丙,庚,辛,乙,己壬,丁,癸,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,驚門,開門,休門,生門,傷門,杜門,景門,死門,〇青龍転光,,〇華蓋孛師,×天羅,×値符飛宮,×六儀撃刑格,△謀事成就,,△太白蓬星,,×入獄自刑;×凶蛇入獄,,〇奇儀相佐,,×地刑玄武;×幼女奸淫,,門迫
陽1局丁巳,癸,兌,乾,天心,開門,子丑,丙,庚,辛,乙,己壬,丁,癸,戊,戊,丙,庚,辛,乙,己壬,丁,癸,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,杜門,景門,死門,驚門,開門,休門,生門,傷門,〇飛鳥跌穴,◯丙奇得使,×太白入熒,×六儀撃刑格,×白虎出力,,×青龍逃走,×青龍逃走,△地戸蓬星;△格名小蛇,,×火入勾陳;〇五神互合,,×螣蛇妖矯,×螣蛇妖矯;×天羅,△青龍華蓋,,門迫
陽1局戊午,癸,坎,乾,天心,開門,子丑,癸,戊,丙,庚,辛,乙,己壬,丁,戊,丙,庚,辛,乙,己壬,丁,癸,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,開門,休門,生門,傷門,杜門,景門,死門,驚門,〇天乙会合,×天羅,〇青龍返首,,×焚入太白,,×白虎干格,,×白虎猖狂,×白虎猖狂;×六儀撃刑格,×日奇入霧;×日奇入地,×乙奇入墓,△朱雀入墓;△干合蛇刑,,×朱雀投江,×朱雀投江,
陽1局己未,癸,坤,乾,天心,開門,子丑,庚,辛,乙,己壬,丁,癸,戊,丙,戊,丙,庚,辛,乙,己壬,丁,癸,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,傷門,杜門,景門,死門,驚門,開門,休門,生門,×太白伏宮,,×干合孛師,,×日奇被刑,◯乙奇昇殿,×遊魂入墓;×騰蛇相纏,×六儀撃刑格,〇人遁吉格,,×華蓋地戸;×復見騰蛇,×天羅,〇青龍耀明,,×華蓋孛師,×丙奇入墓,門迫
陽1局庚申,癸,震,乾,天心,開門,子丑,己壬,丁,癸,戊,丙,庚,辛,乙,戊,丙,庚,辛,乙,己壬,丁,癸,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,死門,驚門,開門,休門,生門,傷門,杜門,景門,△犬遇青龍;〇小蛇化龍,,△星髄月転,◯丁奇得使;×丁奇入墓,×太白入網,×飛宮格;×天羅,×青龍折足,,〇日月併用,◯丙奇昇殿,×官符刑格;×金華水流,×刑格,〇獄神得奇,,△華蓋蓬星,◯乙奇得使,門迫
陽1局辛酉,癸,巽,乾,天心,開門,子丑,乙,己壬,丁,癸,戊,丙,庚,辛,戊,丙,庚,辛,乙,己壬,丁,癸,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,景門,死門,驚門,開門,休門,生門,傷門,杜門,×利陰害陽,,×火孛地戸;×水蛇入火,,△朱雀入没,,×網蓋天牢,×天羅;×六儀撃刑格,△青龍合霊,,△太孛入刑;×火入天羅,◯丙奇得使,△丁丁之格,,×天牢華蓋,,反吟;門迫
陽1局壬戌,癸,坤,乾,天心,開門,子丑,庚,辛,乙,己壬,丁,癸,戊,丙,戊,丙,庚,辛,乙,己壬,丁,癸,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,傷門,杜門,景門,死門,驚門,開門,休門,生門,×太白伏宮,,×干合孛師,,×日奇被刑,◯乙奇昇殿,×遊魂入墓;×騰蛇相纏,×六儀撃刑格,〇人遁吉格,,×華蓋地戸;×復見騰蛇,×天羅,〇青龍耀明,,×華蓋孛師,×丙奇入墓,門迫
陽1局癸亥,癸,壬,乾,天心,開門,子丑,戊,丙,庚,辛,乙,己壬,丁,癸,戊,丙,庚,辛,乙,己壬,丁,癸,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,休門,生門,傷門,杜門,景門,死門,驚門,開門,×伏吟,,×月奇孛師,,×太白同宮,,×伏吟天庭,,△日奇伏吟,◯乙奇得使,×地戸蓬鬼;×地網高張;×凶蛇入獄;×蛇入地羅,×六儀撃刑格,〇奇入太陰,◯丁奇昇殿,×天網四張,×天羅,伏吟
陽2局甲子,戊,坤,坤,天芮,死門,戌亥,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,休門,生門,傷門,杜門,景門,死門,驚門,開門,△日奇伏吟,◯龍遁,〇奇入太陰,◯丁奇得使;×丁奇入墓,×地戸蓬鬼,,×太白同宮,,×月奇孛師,◯丙奇昇殿,×伏吟;×青龍折足;×囚獄被傷;×伏吟天庭,,×天網四張,,×蛇入地羅,,伏吟
陽2局乙丑,戊,坎,坤,天芮,死門,戌亥,戊辛,癸,壬,乙,丁,己,庚,丙,乙,丁,己,庚,丙,戊辛,癸,壬,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,杜門,景門,死門,驚門,開門,休門,生門,傷門,△青龍合霊;×白虎猖狂,×白虎猖狂,×螣蛇妖矯,×螣蛇妖矯,×凶蛇入獄,,×日奇被刑,,△星髄月転,,△犬遇青龍;×遊魂入墓,×六儀撃刑格,×反吟大格,,×火入天羅,×丙奇入墓,門迫
陽2局丙寅,戊,離,坤,天芮,死門,戌亥,丁,己,庚,丙,戊辛,癸,壬,乙,乙,丁,己,庚,丙,戊辛,癸,壬,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,傷門,杜門,景門,死門,驚門,開門,休門,生門,〇人遁吉格,,△朱雀入墓,,×官符刑格,×刑格,×焚入太白,,〇青龍返首;×干合孛師,×六儀撃刑格,〇天乙会合;×網蓋天牢,,×幼女奸淫,,×日奇入地,◯乙奇得使,門迫
陽2局丁卯,戊,艮,坤,天芮,死門,戌亥,丙,戊辛,癸,壬,乙,丁,己,庚,乙,丁,己,庚,丙,戊辛,癸,壬,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,休門,生門,傷門,杜門,景門,死門,驚門,開門,〇日月併用,◯丙奇得使,〇青龍耀明;〇獄神得奇,,×華蓋地戸,,×太白擒蛇,×六儀撃刑格,〇奇儀順遂,◯乙奇得使,〇青龍転光;×朱雀入獄,◯玉女守門,×地刑玄武,,×金華水流,,反吟
陽2局戊辰,戊,坤,坤,天芮,死門,戌亥,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,驚門,開門,休門,生門,傷門,杜門,景門,死門,△日奇伏吟,,〇奇入太陰,◯丁奇得使;×丁奇入墓,×地戸蓬鬼,,×太白同宮,,×月奇孛師,◯丙奇昇殿,×伏吟;×青龍折足;×囚獄被傷;×伏吟天庭,,×天網四張,,×蛇入地羅,,伏吟;門迫
陽2局己巳,戊,震,坤,天芮,死門,戌亥,庚,丙,戊辛,癸,壬,乙,丁,己,乙,丁,己,庚,丙,戊辛,癸,壬,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,開門,休門,生門,傷門,杜門,景門,死門,驚門,△太白蓬星,,〇星奇朱雀,,×貴人入獄;×入獄自刑,×六儀撃刑格,×太白入網,×六儀撃刑格,×水蛇入火,,×利陰害陽;×青龍逃走,×青龍逃走;×乙奇入墓,×朱雀投江,◯丁奇昇殿;◯玉女守門;×朱雀投江,×地網高張,,
陽2局庚午,戊,巽,坤,天芮,死門,戌亥,己,庚,丙,戊辛,癸,壬,乙,丁,乙,丁,己,庚,丙,戊辛,癸,壬,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,景門,死門,驚門,開門,休門,生門,傷門,杜門,△地戸蓬星,,△丁丁之格,×六儀撃刑格,△太孛入刑,,×値符飛宮;×白虎出力,×飛宮格,〇華蓋孛師,,〇小蛇化龍;×騰蛇相纏,,△華蓋蓬星,,〇五神互合,,反吟;門迫
